res_of_id,res_of_lname,res_of_name,res_of_trip_id,res_payment
NULL,Sophia,Ballard,2,210.43
NULL,Braylon,Kaufman,2,137.07
NULL,Marin,Harrell,2,179.85
NULL,Areli,Lozano,2,198.98
NULL,Evelyn,Bell,2,191.85
NULL,Kennedy,Montoya,2,190.69
NULL,Lawson,Reid,2,128.96
NULL,Everett,Blackwell,2,168.53
NULL,Humberto,Jenkins,2,167.15
NULL,Maribel,Sullivan,2,163.42
NULL,Hope,Hurst,2,194.82
NULL,Koen,Huynh,2,110.47
NULL,Augustus,Escobar,2,126.95
NULL,Madison,Ray,2,211.55
NULL,Lucas,Stanton,2,198.86
NULL,Gabriela,Sutton,2,181.85
NULL,Jared,Meyers,2,177.07
NULL,Ezekiel,Finley,2,55.56
NULL,Maia,Ford,2,148.59
NULL,Kasey,Ayers,2,216.37
NULL,Laci,Flores,2,201.03
NULL,Max,Shea,2,135.69
NULL,Kody,Fleming,2,230.57
NULL,Christopher,Gould,2,210.35
NULL,Alex,Donaldson,2,91.62
NULL,Alexis,Hahn,2,115.9
NULL,Mark,Burke,2,97.19
NULL,Madalynn,Rodriguez,2,224.04
NULL,Marley,Riddle,2,69.66
NULL,Macie,Black,2,171.55
NULL,Brogan,Hood,2,98.07
NULL,Kason,Trevino,2,245.47
NULL,Arianna,Preston,2,210.02
NULL,Sydnee,Werner,2,249.24
NULL,Mark,Ortiz,2,88.05
NULL,Cannon,Tate,2,57.95
NULL,Baylee,Ray,2,202.85
NULL,Xiomara,Hatfield,2,139.39
NULL,Elaine,Duarte,2,245.85
NULL,Adalyn,Kirby,2,204.94
NULL,Shayla,Stevenson,2,215.65
NULL,Jerimiah,Reynolds,2,199.42
NULL,Malia,Fuller,2,78.97
NULL,Cory,Murray,2,185.7
NULL,Frankie,Meyers,2,101.9
NULL,Gunner,Taylor,2,69.93
NULL,Barrett,Mcdonald,2,162.59
NULL,Mylie,Hamilton,2,155.09
NULL,Lena,Farmer,2,217.97
NULL,Isabela,York,2,145.9
NULL,Madilyn,Parsons,2,71.65
NULL,Helen,Knapp,2,221.14
NULL,Brynn,Harper,2,249.65
NULL,Kristopher,Blake,2,56.8
NULL,Clark,Morrow,2,59.01
NULL,Danielle,Myers,2,211.46
NULL,Jesus,Mercer,2,110.41
NULL,Joshua,Finley,2,86.81
NULL,Henry,Melton,2,117.42
NULL,Isabell,Cole,2,157.79
NULL,Isaiah,Trujillo,2,119.55
NULL,Coleman,Hayes,2,145.32
NULL,Shyla,Clayton,2,161.49
NULL,Rachael,Valenzuela,2,240.78
NULL,Cheyanne,Trujillo,2,136.29
NULL,Anika,Proctor,2,172.42
NULL,Micheal,Serrano,2,171.38
NULL,Eliza,Wagner,2,63.07
NULL,Holly,Salas,2,90.6
NULL,Liliana,Hayden,2,183.65
NULL,Zachary,Buck,2,163.95
NULL,Julio,Shaffer,2,202.91
NULL,Bernard,Frederick,2,162.36
NULL,Naima,Shannon,2,80.99
NULL,Jasmine,Campos,2,143.34
NULL,Jose,Parrish,2,108.86
NULL,Chasity,Johnson,2,198.9
NULL,Jessie,Boyer,2,74.18
NULL,Kasey,Koch,2,226.29
NULL,Mckinley,Kaufman,2,244.03
NULL,Gaven,Ashley,2,80.26
NULL,Joyce,Woods,2,76.4
NULL,Travis,Roy,2,248.24
NULL,Saniyah,Palmer,2,240.85
NULL,Mackenzie,Mcknight,2,192.1
NULL,Mohamed,Mcdowell,2,65.14
NULL,Isla,Montes,2,227.8
NULL,Jada,Hart,2,65.64
NULL,Carolina,Yoder,2,100.49
NULL,Ashlee,Wyatt,2,54.11
NULL,Gia,Rowland,2,132.19
NULL,Jaylee,Mays,2,111.54
NULL,Serena,Hodges,2,237.03
NULL,Arielle,Simmons,2,169.28
NULL,Franklin,Huang,2,70.71
NULL,Parker,Daugherty,2,78.04
NULL,Judah,Kim,2,146.49
NULL,Emmanuel,Johns,2,86.12
NULL,Mylee,Meyers,2,118
NULL,Cecilia,Maynard,2,195.89
NULL,Ada,Clay,2,162.09
NULL,Kendra,Acevedo,2,156.25
NULL,Thomas,Munoz,2,126.75
NULL,Leticia,Petersen,2,168.35
NULL,Brice,Pierce,2,186.1
NULL,Hanna,Camacho,2,142.09
NULL,August,Lyons,2,71.94
NULL,Kade,Hamilton,2,145.9
NULL,Gael,Tanner,2,91.91
NULL,Barrett,Franklin,2,184.28
NULL,Jordin,Huynh,2,234.64
NULL,Charlee,Cruz,2,220.32
NULL,Oswaldo,Barnett,2,184.01
NULL,Macie,Chavez,2,157.86
NULL,Diana,Pollard,2,54.52
NULL,Micah,Downs,2,248.27
NULL,Norah,Montgomery,2,84.23
NULL,Mattie,Weiss,2,193.09
NULL,Kaleb,Archer,2,177.79
NULL,Deja,Johns,2,170.47
NULL,Randall,Compton,2,204.48
NULL,Ramiro,Sweeney,2,200.42
NULL,Braelyn,Conway,2,67.6
NULL,Nikolai,Sutton,2,159.03
NULL,Anne,Irwin,2,157.2
NULL,Akira,Warren,2,55.74
NULL,Kenley,Sanders,2,231.46
NULL,Helena,Farley,2,102.31
NULL,Avery,Velasquez,2,135.26
NULL,Raven,Nixon,2,114.21
NULL,Cristina,Chapman,2,215.36
NULL,Leanna,Esparza,2,96.96
NULL,Madyson,Salas,2,212.76
NULL,Colby,Perry,2,64.91
NULL,Lindsey,Singleton,2,58.73
NULL,Rafael,Gould,2,208.49
NULL,Jacqueline,Rhodes,2,168.29
NULL,Jaylynn,Garcia,2,211.37
NULL,Brielle,Myers,2,109.27
NULL,Annabelle,Hodge,2,195.75
NULL,Jacey,Forbes,2,183.39
NULL,Cruz,Frazier,2,244.95
NULL,Shyla,Patrick,2,115.05
NULL,Shelby,Mcguire,2,218.27
NULL,Raphael,Stevenson,2,208.22
NULL,Daphne,Hale,2,73.03
NULL,Landon,Sweeney,2,100.21
NULL,Malakai,Davila,2,182.4
NULL,Amira,Woods,2,239.7
NULL,Bridger,Jarvis,2,183.88
NULL,Carlo,Walter,2,59.45
NULL,Dante,Cuevas,2,174.5
NULL,Madilynn,Roth,2,98.36
NULL,Terrance,Li,2,245.09
NULL,Camilla,Lamb,2,238.04
NULL,Gisselle,Parsons,2,192.67
NULL,Abraham,Bradford,2,195.98
NULL,Valery,Casey,2,181.46
NULL,Enzo,Raymond,2,132.42
NULL,Destinee,Mejia,2,81.78
NULL,Kristopher,Blevins,2,146.29
NULL,Louis,Santos,2,81.1
NULL,Nylah,Nielsen,2,136.01
NULL,Fisher,Acevedo,2,236.62
NULL,Reece,Zavala,2,184.79
NULL,Jordan,Mahoney,2,176.45
NULL,Alyvia,Pearson,2,75.61
NULL,Joe,Bird,2,150.88
NULL,Aarav,Norton,2,53.96
NULL,Chloe,Gross,2,58.8
NULL,Celeste,Lopez,2,227.25
NULL,Kellen,Roberts,2,208.45
NULL,Martin,Fisher,2,182.77
NULL,Beatrice,Koch,2,225.52
NULL,Aubrie,Guerrero,2,51.71
NULL,Ben,Stanton,2,192.74
NULL,Nola,Horne,2,200.1
NULL,Tristin,Underwood,2,172.12
NULL,Matilda,Byrd,2,123.97
NULL,Heath,Poole,2,70.07
NULL,Marlene,Duke,2,209.49
NULL,Gabriel,Cook,2,99.13
NULL,Milton,Allison,2,233.31
NULL,Branson,Fry,2,133.29
NULL,Issac,Burke,2,221.68
NULL,Israel,Bonilla,2,239.68
NULL,Chris,Avery,2,51.62
NULL,Diya,Rhodes,2,133.23
NULL,Kaden,Mccarty,2,228.01
NULL,Leilani,Spence,2,191.36
NULL,Cheyanne,Garrison,2,203.15
NULL,Sadie,Mcdowell,2,183.33
NULL,Josephine,Adkins,2,152.9
NULL,Adeline,Tapia,2,201.13
NULL,Chaya,Miranda,2,168.85
NULL,Julio,Dougherty,2,74.58
NULL,Conrad,Garner,2,143.47
NULL,Keagan,Dominguez,2,122.15
NULL,Ashton,Weiss,2,224.23
NULL,Semaj,Logan,2,143.07
NULL,Ashlyn,Baker,2,50.41
NULL,Derek,Key,2,151.4
NULL,Damarion,York,2,231.14
NULL,Aliana,Ashley,2,73.15
NULL,Quinn,Burch,2,223.7
NULL,Douglas,Gutierrez,2,61.73
NULL,Quintin,Villanueva,2,234.59
NULL,Ansley,Craig,2,61.73
NULL,Skyler,Cortez,2,186.9
NULL,Layton,Herring,2,75.79
NULL,Jovany,Serrano,2,55.55
NULL,Keegan,Huerta,2,249.94
NULL,Ronan,Fischer,2,213.1
NULL,Valerie,Sheppard,2,133.96
NULL,Adonis,Stafford,2,138.1
NULL,Ansley,Mcbride,2,80.69
NULL,Rodolfo,Good,2,62.71
NULL,Jaylah,Santiago,2,101.5
NULL,Kamora,Reed,2,134.91
NULL,Lilly,King,2,73.99
NULL,Shyanne,Daniels,2,183.08
NULL,Gianni,Morse,2,167.64
NULL,Brielle,Hooper,2,112.9
NULL,Hadassah,Salazar,2,120.02
NULL,Andy,Cooley,2,88.59
NULL,Zavier,Hayden,2,245.3
NULL,Mohamed,Robbins,2,193.4
NULL,Trace,Woodward,2,183.44
NULL,Edwin,Carson,2,213.43
NULL,Danica,Hays,2,149.45
NULL,Kiersten,Sims,2,168.3
NULL,Izabelle,Barr,2,120.22
NULL,Rosa,Vaughan,2,190.08
NULL,Virginia,Patrick,2,70.15
NULL,Valentino,Blair,2,92.36
NULL,Jimmy,Jacobs,2,122.59
NULL,Muhammad,Davidson,2,149.44
NULL,Edith,Ingram,2,220.35
NULL,Felix,Bailey,2,244.51
NULL,Andreas,Dudley,2,159.66
NULL,Kaden,Elliott,2,74.25
NULL,Triston,Young,2,162.63
NULL,Tyshawn,Bishop,2,67.13
NULL,Alexus,Dodson,2,247.61
NULL,Cassius,Frost,2,224.6
NULL,Karli,Stanton,2,212.69
NULL,Eric,Carpenter,2,106.2
NULL,Fernando,Ramsey,2,66.01
NULL,Easton,Ballard,2,170.87
NULL,Donavan,Sparks,2,179.93
NULL,Laura,Hale,2,92.93
NULL,Oscar,Keith,2,184.58
NULL,Camryn,Mitchell,2,204.81
NULL,Danielle,Moran,2,154.17
NULL,Dean,Avery,2,80.9
NULL,Lorelei,Cantu,2,198.2
NULL,Harold,Greene,2,134.2
NULL,Reese,Browning,2,107.1
NULL,Haley,Ferguson,2,80.19
NULL,London,Hart,2,192.74
NULL,Aylin,Zamora,2,81.37
NULL,Lyric,Valenzuela,2,86.09
NULL,Madelynn,Mccann,2,123.23
NULL,Leonard,Harding,2,73.01
NULL,Ishaan,Chapman,2,213.89
NULL,Raymond,Howell,2,114.7
NULL,Yareli,Harrell,2,113.2
NULL,Julio,Potter,2,130.05
NULL,Tia,Garrison,2,220.01
NULL,Josie,Esparza,2,219.62
NULL,Dominique,Lucas,2,223.6
NULL,Lisa,Tanner,2,106.94
NULL,Donte,Fleming,2,206.6
NULL,Gillian,Kaiser,2,71.58
NULL,Isabelle,Kaiser,2,175.98
NULL,Krish,Cantu,2,240.48
NULL,Dayami,Bender,2,68.5
NULL,Anika,Chavez,2,141.53
NULL,Dayami,Peters,2,128.33
NULL,Landin,Klein,2,99.59
NULL,Lilian,Ford,2,61.34
NULL,Michelle,Bautista,2,198.09
NULL,Luz,Hess,2,163.27
NULL,Ezekiel,Hull,2,135.25
NULL,Kadin,Valentine,2,98.96
NULL,Lawson,Stanton,2,86.5
NULL,Theresa,Trevino,2,99.63
NULL,Nikolas,Krause,2,188.81
NULL,Cora,Barnes,2,248.52
NULL,Cecelia,Gamble,2,223.48
NULL,Diamond,Fisher,2,145.9
NULL,Rohan,Stuart,2,52.12
NULL,Arely,Rivers,2,97.25
NULL,Prince,Yang,2,62.29
NULL,Akira,French,2,141.15
NULL,Warren,Goodwin,2,208.03
NULL,Kameron,Parker,2,121.27
NULL,Lyric,Prince,2,137.87
NULL,Logan,Briggs,2,54.72
NULL,Madison,Vega,2,73.53
NULL,Litzy,Hendricks,2,113.68
NULL,Cooper,Nixon,2,103.48
NULL,Enzo,Kidd,2,216.78
NULL,Guillermo,Church,2,109.88
NULL,Cherish,Romero,2,191.99
NULL,Annabella,Kemp,2,149.39
NULL,Chaz,Cantrell,2,240.01
NULL,Rosa,Mccormick,2,99.4
NULL,Luna,Buck,2,75.41
NULL,Malcolm,Huang,2,209.84
NULL,Stephen,Frey,2,176.94
NULL,Mckayla,Sims,2,122.03
NULL,Greyson,Macias,2,150.39
NULL,Jaiden,Monroe,2,226.25
NULL,Averi,Mann,2,191.72
NULL,Royce,Moore,2,98.57
NULL,Bria,Simpson,2,204.53
NULL,Rory,Mayer,2,70.16
NULL,Guillermo,Castro,2,143.58
NULL,Cesar,Hughes,2,132.68
NULL,Hassan,Yu,2,73.46
NULL,Asher,Mcdonald,2,102.64
NULL,Julian,Hancock,2,80.37
NULL,Reina,Santiago,2,156.51
NULL,Luca,Bright,2,127.26
NULL,Sloane,Montes,2,120.82
NULL,Avery,Pena,2,229.29
NULL,Sierra,Francis,2,152.58
NULL,Cannon,Lee,2,223.74
NULL,Ronan,Harris,2,247.09
NULL,Muhammad,Bond,2,133.1
NULL,Miracle,Murillo,2,227.09
NULL,Elizabeth,Bean,2,75.54
NULL,Elise,Duke,2,129.53
NULL,Rowan,Arnold,2,67.66
NULL,David,Sherman,2,92.93
NULL,Cason,Blevins,2,139.19
NULL,Gilbert,Snyder,2,51.21
NULL,Litzy,Mooney,2,205.88
NULL,Alannah,York,2,232.63
NULL,Maurice,David,2,162.86
NULL,Gilbert,Zavala,2,189.95
NULL,Halle,Boyd,2,125.41
NULL,Alberto,Glass,2,165.65
NULL,Geovanni,Wall,2,199.77
NULL,Jennifer,Compton,2,85.19
NULL,Dominique,Roach,2,93.05
NULL,Donald,Kelley,2,124.84
NULL,Brenton,Day,2,213.61
NULL,Maximilian,Hardy,2,233.52
NULL,Amari,Crosby,2,79.45
NULL,Jake,Leonard,2,122.5
NULL,Susan,Lester,2,80.87
NULL,Brianna,Ramos,2,69.71
NULL,Garrett,Taylor,2,131
NULL,Celia,Salazar,2,162.64
NULL,Amiah,Cannon,2,158.78
NULL,Donte,Stevens,2,72.26
NULL,Crystal,Blair,2,166.05
NULL,Amiah,Santiago,2,142.25
NULL,Amirah,Morton,2,215.1
NULL,Kathy,Haney,2,240.46
NULL,Emmanuel,Benton,2,185.98
NULL,Donald,Howell,2,244.7
NULL,Ariel,Chambers,2,171.65
NULL,Zain,Lawrence,2,135.08
NULL,Seth,Serrano,2,65.73
NULL,Josh,Swanson,2,91.08
NULL,Penelope,Hays,2,206.24
NULL,Michaela,Mccann,2,126.48
NULL,Mario,Moon,2,68.11
NULL,Elsie,Lowe,2,62.07
NULL,Teagan,Huang,2,124.79
NULL,Deegan,Gillespie,2,178.96
NULL,Moshe,Mcdonald,2,122.96
NULL,Jaslene,Poole,2,168.68
NULL,Emanuel,Crosby,2,121.47
NULL,Elijah,Lang,2,138.9
NULL,Yusuf,Chen,2,177.27
NULL,Sanaa,Newton,2,132.15
NULL,Taniya,Duran,2,87.15
NULL,Neil,Yates,2,122.82
NULL,Steve,Coleman,2,103.52
NULL,Pablo,Cobb,2,153.12
NULL,Ansley,Frey,2,76.57
NULL,Alvin,Moody,2,194.74
NULL,Colton,Long,2,73.58
NULL,Aliana,Chapman,2,109.75
NULL,Quinn,Hughes,2,126.44
NULL,Anne,Case,2,204.07
NULL,Elise,Vargas,2,232.99
NULL,Isabela,Lawson,2,131.46
NULL,Ally,Larson,2,89.09
NULL,Colby,Mcbride,2,66.02
NULL,Jude,Pierce,2,234.92
NULL,Mariela,Roy,2,228.7
NULL,Danika,Mcdaniel,2,160.98
NULL,Winston,Willis,2,121.1
NULL,Cade,Ryan,2,190.36
NULL,Milton,Mosley,2,158.07
NULL,Anika,Carter,2,50.87
NULL,Porter,Harris,2,228.52
NULL,Abram,Parrish,2,89.42
NULL,Ava,Fleming,2,92.75
NULL,George,Choi,2,163.64
NULL,Elliana,Davidson,2,138.69
NULL,Collin,Schmitt,2,202.47
NULL,Jake,Roy,2,66.88
NULL,Jaylin,Higgins,2,116.15
NULL,Russell,Norton,2,95.31
NULL,Jax,Stevens,2,66.7
NULL,Braylon,Quinn,2,243.78
NULL,Carlo,Blackburn,2,152.11
NULL,Kaleigh,Arellano,2,52
NULL,Rodrigo,James,2,227.44
NULL,Steven,West,2,159.06
NULL,Kolby,Santiago,2,187.14
NULL,Miles,Lawrence,2,137.33
NULL,Darrell,Haney,2,53.95
NULL,Alani,Nolan,2,69.83
NULL,Gia,Bernard,2,79.82
NULL,Nikolas,Morgan,2,127
NULL,Jackson,Novak,2,173.55
NULL,Mylee,Stout,2,78.63
NULL,Jakob,Diaz,2,117.89
NULL,Kaiya,Spears,2,104.6
NULL,Leon,Osborn,2,167.21
NULL,Kallie,Watkins,2,142.42
NULL,Kaylin,Cuevas,2,167.15
NULL,Randy,Blankenship,2,51.33
NULL,Muhammad,Fry,2,115.13
NULL,Quinton,Lyons,2,55.62
NULL,Leah,Rice,2,177.14
NULL,Kasen,Moon,2,245.39
NULL,Amina,Garrett,2,90.33
NULL,Maggie,Parrish,2,240.41
NULL,Graham,Zimmerman,2,190.71
NULL,Gideon,Grant,2,132.02
NULL,Vaughn,Oconnor,2,83.24
NULL,Cooper,Acosta,2,192.52
NULL,Dallas,Hawkins,2,238.62
NULL,Brycen,Ellison,2,175.81
NULL,Maeve,Hernandez,2,200.01
NULL,Jayden,Morales,2,123.97
NULL,Chris,Salazar,2,231.7
NULL,Jonas,Crawford,2,207.15
NULL,Brenden,Holder,2,137.79
NULL,Leah,Rowland,2,238.73
NULL,Samara,Andersen,2,141.73
NULL,Tania,Molina,2,191.83
NULL,Dangelo,Goodman,2,75.91
NULL,Darian,Long,2,123.11
NULL,Leandro,Wheeler,2,165.1
NULL,Amya,Wilson,2,66.5
NULL,Adyson,Buck,2,81.77
NULL,Quintin,Potter,2,147.37
NULL,Aron,Cardenas,2,208.31
NULL,Anastasia,Porter,2,205.51
NULL,Ariel,Robinson,2,167.83
NULL,Liam,Chase,2,53.57
NULL,Yair,Gallagher,2,81.33
NULL,Kash,Richard,2,224.59
NULL,Nikolas,Braun,2,153.03
NULL,Jaiden,Avila,2,121.01
NULL,Yoselin,Mckenzie,2,58.48
NULL,Juan,Shields,2,106.44
NULL,Holly,Cisneros,2,75.21
NULL,Keyon,Pope,2,125.42
NULL,Ashanti,Paul,2,163.73
NULL,Giuliana,Singleton,2,132.52
NULL,Ashlee,Eaton,2,87.39
NULL,Desiree,Maxwell,2,164.92
NULL,Briana,Nicholson,2,216.72
NULL,Tripp,Todd,2,223.9
NULL,Cierra,Armstrong,2,79.23
NULL,Bryce,Gomez,2,176.7
NULL,Leia,Koch,2,236.35
NULL,Joaquin,Hess,2,215.25
NULL,Noah,Ferguson,2,108.02
NULL,Jadyn,Aguilar,2,129.57
NULL,Barrett,Weaver,2,169.02
NULL,Nathalie,Shaw,2,80.17
NULL,Alicia,Gamble,2,86.01
NULL,Ricardo,Bernard,2,104.57
NULL,Eddie,Gray,2,147.07
NULL,Yaretzi,Barnes,2,76.74
NULL,Aidyn,Cervantes,2,98.52
NULL,Ralph,Porter,2,98.49
NULL,Ashleigh,Leon,2,200.66
NULL,Jovanni,Harvey,2,77.03
NULL,Clark,Lee,2,115.63
NULL,Matilda,Lewis,2,237.79
NULL,Madisyn,Allen,2,119.25
NULL,Demarion,Moon,2,165.73
NULL,Mckenna,Haas,2,142.4
NULL,Walter,Castillo,2,140.12
NULL,Terrell,Patel,2,130.79
NULL,Hector,Payne,2,202.1
NULL,Keyon,Savage,2,169.4
NULL,Tori,Leach,2,148.59
NULL,Riley,Pollard,2,144.67
NULL,Kristina,Lawrence,2,113.23
NULL,Cynthia,Anthony,2,87.71
NULL,Carlo,Meza,2,187.52
NULL,Annie,Yates,2,56.48
NULL,Ross,Doyle,2,188.13
NULL,Valery,Osborne,2,207.9
NULL,Joel,Escobar,2,171
NULL,Charlie,Case,2,243.84
NULL,Mina,Hebert,2,64.09
NULL,Patience,Mcfarland,2,103.87
NULL,Tristin,Cooper,2,70.13
NULL,Pranav,Hubbard,2,79.1
NULL,Jameson,May,2,72.13
NULL,Turner,Watson,2,72.23
NULL,Felix,Flowers,2,196.47
NULL,Barbara,Gay,2,119.04
NULL,Anabelle,Buck,2,128.36
NULL,Kael,Gates,2,246.22
NULL,Santino,Fischer,2,81.54
NULL,Malachi,Owen,2,237.42
NULL,Melina,Barton,2,64.07
NULL,Frances,Kelly,2,239.75
NULL,Kendall,Kline,2,161.08
NULL,Angela,Price,2,112.33
NULL,Danny,Ryan,2,77.72
NULL,Elyse,Lawson,2,233.76
NULL,Ruth,Boone,2,63.16
NULL,Jovanni,Woodard,2,137.43
NULL,Lyla,Knox,2,127.26
NULL,Lilah,Grimes,2,187.49
NULL,Taylor,Ray,2,66.94
NULL,Tristen,Blake,2,202.23
NULL,Kolten,Snow,2,76.18
NULL,Aditya,Wolfe,2,233.26
NULL,Nayeli,Parker,2,164.74
NULL,Grant,Beck,2,233.88
NULL,Terrence,Chen,2,197.12
NULL,Jayden,Bartlett,2,89.96
NULL,Moises,Fletcher,2,186.53
NULL,Carson,Holloway,2,196.87
NULL,Lamar,Werner,2,89.74
NULL,Belinda,Rowe,2,129.22
NULL,Emiliano,Collier,2,117.09
NULL,Oliver,Powell,2,106.11
NULL,Ryland,Fischer,2,226.95
NULL,Terrance,Lindsey,2,204.76
NULL,Ellie,Decker,2,56.97
NULL,Brayden,Benjamin,2,91.03
NULL,Isai,Graham,2,218.39
NULL,Shaun,Bernard,2,161.77
NULL,Catalina,Morales,2,85.65
NULL,Shirley,Cain,2,93.84
NULL,Aden,Jordan,2,112.89
NULL,Hana,Baldwin,2,215.89
NULL,Tristin,Cortez,2,66.9
NULL,Sharon,Fisher,2,233.15
NULL,Leonardo,Lynch,2,133.93
NULL,Hayley,Bowers,2,183.05
NULL,Kasey,Norris,2,126.75
NULL,Alexia,Brown,2,138.39
NULL,Ayaan,Dickerson,2,119.57
NULL,Roger,Melendez,2,229.89
NULL,Mercedes,Dixon,2,142.18
NULL,Alonzo,Pitts,2,111
NULL,Malaki,Chang,2,225.28
NULL,Jaquan,Singh,2,114.73
NULL,Catherine,Conley,2,204.98
NULL,Kaylie,Galvan,2,106.93
NULL,Erica,Austin,2,118.09
NULL,Zaid,Tapia,2,89.93
NULL,Luke,Collins,2,116.14
NULL,Yaritza,Griffin,2,96.38
NULL,Tommy,Ellison,2,217.63
NULL,Jaydan,Cameron,2,117.16
NULL,Steve,Hudson,2,221
NULL,Layne,Lee,2,199.83
NULL,Aryan,Andersen,2,91.9
NULL,Lizeth,Dunn,2,73.17
NULL,Tyshawn,Riley,2,175.27
NULL,Leilani,Todd,2,194.84
NULL,Holden,Weaver,2,229.29
NULL,Natalee,Chavez,2,144.05
NULL,Hannah,Glass,2,152.9
NULL,Rene,Wilson,2,237.99
NULL,Cameron,Mullen,2,185.67
NULL,Brynn,Robles,2,58.04
NULL,Sidney,Cowan,2,162.08
NULL,Jamari,Browning,2,209.31
NULL,Callie,Michael,2,198.12
NULL,Kyson,Zimmerman,2,86.04
NULL,Makaila,Hurley,2,104.46
NULL,Natalie,Hudson,2,175.52
NULL,Judah,Zavala,2,200.46
NULL,Taryn,Clarke,2,88.37
NULL,Maurice,Cooke,2,170.43
NULL,Rylee,Sellers,2,172.57
NULL,Randall,Fletcher,2,156.27
NULL,Alanna,Green,2,154.51
NULL,Johnathon,Mitchell,2,235.34
NULL,Kailyn,Ballard,2,226.24
NULL,Joel,Rojas,2,147.84
NULL,Areli,Crosby,2,69.21
NULL,Kaleb,Small,2,143.68
NULL,Javon,Joyce,2,152.44
NULL,Kamora,Estrada,2,106.52
NULL,Max,Wolf,2,186.34
NULL,Porter,Pratt,2,180.29
NULL,Chandler,Cooke,2,109.32
NULL,Olive,Aguirre,2,137.06
NULL,Kaliyah,Riddle,2,206.36
NULL,Coby,Strickland,2,77.76
NULL,Gilbert,Pennington,2,54.23
NULL,Evangeline,Lin,2,201.61
NULL,Eliza,Briggs,2,147.63
NULL,Jase,Mayer,2,57.66
NULL,Savion,Parsons,2,202.51
NULL,Kason,Castaneda,2,205.21
NULL,Reilly,Cox,2,65.17
NULL,Angel,Gilmore,2,85.91
NULL,Abigail,Erickson,2,163.22
NULL,Cooper,Hubbard,2,76.84
NULL,Dillan,Hayden,2,240.53
NULL,Emmett,Moyer,2,180.44
NULL,Kade,Harding,2,79.33
NULL,Elisa,Wiggins,2,89.97
NULL,Aryana,Maynard,2,111.77
NULL,Janelle,Mccoy,2,189.9
NULL,Skyler,Abbott,2,53.01
NULL,Lara,Gaines,2,155.02
NULL,Anabel,Dodson,2,209.3
NULL,Jadon,Love,2,208.24
NULL,Maya,Frost,2,203.29
NULL,Marques,Odonnell,2,55.39
NULL,Adrienne,Lewis,2,69.83
NULL,Jaida,Wiggins,2,230.67
NULL,Adrianna,Nguyen,2,98.43
NULL,Greyson,Parrish,2,195.03
NULL,River,Stanton,2,160.04
NULL,Kierra,Richmond,2,119.32
NULL,Davis,Griffith,2,207.14
NULL,Wade,Huang,2,113.21
NULL,Corinne,Schultz,2,118.82
NULL,Andrew,Andersen,2,197.54
NULL,Felicity,Armstrong,2,169.46
NULL,Jaylin,Rangel,2,86.13
NULL,Julio,Ewing,2,127.04
NULL,Hugh,Mendoza,2,210.54
NULL,Leticia,Ferrell,2,238.8
NULL,Danika,Horne,2,63.97
NULL,Khloe,Mueller,2,227.01
NULL,Caleb,Proctor,2,133.36
NULL,Octavio,Buchanan,2,118.17
NULL,Simon,Castro,2,150.12
NULL,Ross,Kemp,2,131.36
NULL,Phoebe,Ibarra,2,119.2
NULL,Gloria,Mccall,2,231.74
NULL,Caroline,Anderson,2,197.01
NULL,Adonis,Bell,2,66.71
NULL,Omar,Ross,2,150.94
NULL,Neil,Saunders,2,92.63
NULL,Trey,Terry,2,117.69
NULL,Raquel,Hamilton,2,208.92
NULL,Alonzo,Fuller,2,212
NULL,Giovani,Spears,2,137.88
NULL,Sandra,Ball,2,90.42
NULL,Jorge,Tate,2,122.67
NULL,Phoebe,Norris,2,228.09
NULL,Carissa,Harrington,2,219.48
NULL,Bella,Harvey,2,111.8
NULL,Braylon,Cortez,2,167.5
NULL,Mohammed,Bonilla,2,110.41
NULL,Paola,Campos,2,187.94
NULL,Guillermo,Novak,2,170.66
NULL,Dana,Hogan,2,127.63
NULL,Clinton,Castro,2,235.63
NULL,Jordan,Mcknight,2,96.01
NULL,Zackery,Mckay,2,226.05
NULL,Neveah,Dominguez,2,175.98
NULL,Hezekiah,Rojas,2,223.78
NULL,Jesus,Becker,2,133
NULL,Nick,Payne,2,172.01
NULL,Luz,Huffman,2,194.02
NULL,Skyla,Holder,2,74.36
NULL,Linda,Mcfarland,2,206.53
NULL,Monique,Jackson,2,184.44
NULL,Donte,Haney,2,115.86
NULL,Henry,Taylor,2,220.95
NULL,Danika,Craig,2,99.66
NULL,Gianni,Frazier,2,143.96
NULL,Kamari,Church,2,221.95
NULL,Cael,Ellis,2,89.74
NULL,Aurora,Nichols,2,143.63
NULL,Diamond,Estrada,2,72.14
NULL,Jaquan,Smith,2,81.31
NULL,Kyleigh,Montoya,2,190.31
NULL,Lucas,Cabrera,2,143.76
NULL,Savannah,Cuevas,2,120.49
NULL,Krish,Graves,2,123.89
NULL,Kaitlin,Vance,2,225.79
NULL,Darion,Duke,2,163.7
NULL,Davion,Vincent,2,112.38
NULL,Selena,Jensen,2,69.03
NULL,Elliot,Snow,2,215.22
NULL,Rose,Woods,2,136.2
NULL,Peter,Choi,2,86.06
NULL,Alayna,Sanders,2,179.08
NULL,Ricardo,Fleming,2,141.26
NULL,Dean,Burns,2,116.16
NULL,Halle,Carson,2,222.18
NULL,Arely,Bowen,2,217.24
NULL,Leonidas,Stein,2,242.71
NULL,Laci,Chase,2,209.21
